"","Gargett.ï..Year","Gargett.Season","Gargett.Scenario","Gargett.Site","Gargett.Habitat","Mirani.ï..Year","Mirani.Season","Mirani.Scenario","Mirani.Site","Mirani.Habitat","Sarichs.ï..Year","Sarichs.Season","Sarichs.Scenario","Sarichs.Site","Sarichs.Habitat","Whitefd.ï..Year","Whitefd.Season","Whitefd.Scenario","Whitefd.Site","Whitefd.Habitat"
"681",1919,"Apr-Jun","FE","Gargett",17.65,1919,"Apr-Jun","FE","Mirani",3.28,1919,"Apr-Jun","FE","Sarichs",4.14,1919,"Apr-Jun","FE","Whitefd",1.96
"682",1920,"Apr-Jun","FE","Gargett",15.92,1920,"Apr-Jun","FE","Mirani",10.99,1920,"Apr-Jun","FE","Sarichs",15,1920,"Apr-Jun","FE","Whitefd",6.58
"683",1921,"Apr-Jun","FE","Gargett",11.18,1921,"Apr-Jun","FE","Mirani",11.31,1921,"Apr-Jun","FE","Sarichs",1,1921,"Apr-Jun","FE","Whitefd",2.27
"684",1922,"Apr-Jun","FE","Gargett",8.79,1922,"Apr-Jun","FE","Mirani",8.02,1922,"Apr-Jun","FE","Sarichs",0.33,1922,"Apr-Jun","FE","Whitefd",1.29
"685",1923,"Apr-Jun","FE","Gargett",11.82,1923,"Apr-Jun","FE","Mirani",6.74,1923,"Apr-Jun","FE","Sarichs",5.61,1923,"Apr-Jun","FE","Whitefd",3.64
"686",1924,"Apr-Jun","FE","Gargett",17.46,1924,"Apr-Jun","FE","Mirani",11.76,1924,"Apr-Jun","FE","Sarichs",8.33,1924,"Apr-Jun","FE","Whitefd",6.18
"687",1925,"Apr-Jun","FE","Gargett",8.95,1925,"Apr-Jun","FE","Mirani",3.38,1925,"Apr-Jun","FE","Sarichs",0,1925,"Apr-Jun","FE","Whitefd",1.36
"688",1926,"Apr-Jun","FE","Gargett",15,1926,"Apr-Jun","FE","Mirani",10.43,1926,"Apr-Jun","FE","Sarichs",3.71,1926,"Apr-Jun","FE","Whitefd",3.05
"689",1927,"Apr-Jun","FE","Gargett",21.42,1927,"Apr-Jun","FE","Mirani",10.93,1927,"Apr-Jun","FE","Sarichs",13.21,1927,"Apr-Jun","FE","Whitefd",5.06
"690",1928,"Apr-Jun","FE","Gargett",18.85,1928,"Apr-Jun","FE","Mirani",8.83,1928,"Apr-Jun","FE","Sarichs",13.1,1928,"Apr-Jun","FE","Whitefd",6.21
"691",1929,"Apr-Jun","FE","Gargett",10.64,1929,"Apr-Jun","FE","Mirani",9.36,1929,"Apr-Jun","FE","Sarichs",7.06,1929,"Apr-Jun","FE","Whitefd",5.27
"692",1930,"Apr-Jun","FE","Gargett",11.17,1930,"Apr-Jun","FE","Mirani",9.76,1930,"Apr-Jun","FE","Sarichs",0.44,1930,"Apr-Jun","FE","Whitefd",1.97
"693",1931,"Apr-Jun","FE","Gargett",10.97,1931,"Apr-Jun","FE","Mirani",10.54,1931,"Apr-Jun","FE","Sarichs",1.28,1931,"Apr-Jun","FE","Whitefd",2.61
"694",1932,"Apr-Jun","FE","Gargett",9.94,1932,"Apr-Jun","FE","Mirani",9.64,1932,"Apr-Jun","FE","Sarichs",0.55,1932,"Apr-Jun","FE","Whitefd",1.93
"695",1933,"Apr-Jun","FE","Gargett",12.92,1933,"Apr-Jun","FE","Mirani",11.52,1933,"Apr-Jun","FE","Sarichs",7.25,1933,"Apr-Jun","FE","Whitefd",4.22
"696",1934,"Apr-Jun","FE","Gargett",9.14,1934,"Apr-Jun","FE","Mirani",5.78,1934,"Apr-Jun","FE","Sarichs",0,1934,"Apr-Jun","FE","Whitefd",0
"697",1935,"Apr-Jun","FE","Gargett",18.5,1935,"Apr-Jun","FE","Mirani",10.22,1935,"Apr-Jun","FE","Sarichs",18.54,1935,"Apr-Jun","FE","Whitefd",10.68
"698",1936,"Apr-Jun","FE","Gargett",11.26,1936,"Apr-Jun","FE","Mirani",10.99,1936,"Apr-Jun","FE","Sarichs",3.61,1936,"Apr-Jun","FE","Whitefd",3.71
"699",1937,"Apr-Jun","FE","Gargett",9.69,1937,"Apr-Jun","FE","Mirani",6.84,1937,"Apr-Jun","FE","Sarichs",2.31,1937,"Apr-Jun","FE","Whitefd",1.86
"700",1938,"Apr-Jun","FE","Gargett",20.3,1938,"Apr-Jun","FE","Mirani",9.9,1938,"Apr-Jun","FE","Sarichs",5.61,1938,"Apr-Jun","FE","Whitefd",3.24
"701",1939,"Apr-Jun","FE","Gargett",15.23,1939,"Apr-Jun","FE","Mirani",12.43,1939,"Apr-Jun","FE","Sarichs",18.35,1939,"Apr-Jun","FE","Whitefd",10.12
"702",1940,"Apr-Jun","FE","Gargett",24.52,1940,"Apr-Jun","FE","Mirani",14.44,1940,"Apr-Jun","FE","Sarichs",21.37,1940,"Apr-Jun","FE","Whitefd",6.28
"703",1941,"Apr-Jun","FE","Gargett",11.73,1941,"Apr-Jun","FE","Mirani",8.69,1941,"Apr-Jun","FE","Sarichs",5.89,1941,"Apr-Jun","FE","Whitefd",4.35
"704",1942,"Apr-Jun","FE","Gargett",11.73,1942,"Apr-Jun","FE","Mirani",15.61,1942,"Apr-Jun","FE","Sarichs",16.83,1942,"Apr-Jun","FE","Whitefd",12.41
"705",1943,"Apr-Jun","FE","Gargett",17.31,1943,"Apr-Jun","FE","Mirani",12.63,1943,"Apr-Jun","FE","Sarichs",6.47,1943,"Apr-Jun","FE","Whitefd",4.78
"706",1944,"Apr-Jun","FE","Gargett",14.67,1944,"Apr-Jun","FE","Mirani",4.91,1944,"Apr-Jun","FE","Sarichs",1.35,1944,"Apr-Jun","FE","Whitefd",1.46
"707",1945,"Apr-Jun","FE","Gargett",16.59,1945,"Apr-Jun","FE","Mirani",10.89,1945,"Apr-Jun","FE","Sarichs",17.87,1945,"Apr-Jun","FE","Whitefd",8.58
"708",1946,"Apr-Jun","FE","Gargett",13.08,1946,"Apr-Jun","FE","Mirani",9.98,1946,"Apr-Jun","FE","Sarichs",7.19,1946,"Apr-Jun","FE","Whitefd",3.64
"709",1947,"Apr-Jun","FE","Gargett",8.22,1947,"Apr-Jun","FE","Mirani",3.02,1947,"Apr-Jun","FE","Sarichs",0,1947,"Apr-Jun","FE","Whitefd",0.75
"710",1948,"Apr-Jun","FE","Gargett",20.85,1948,"Apr-Jun","FE","Mirani",14.19,1948,"Apr-Jun","FE","Sarichs",6.98,1948,"Apr-Jun","FE","Whitefd",4.63
"711",1949,"Apr-Jun","FE","Gargett",25.55,1949,"Apr-Jun","FE","Mirani",16.84,1949,"Apr-Jun","FE","Sarichs",17.1,1949,"Apr-Jun","FE","Whitefd",8.38
"712",1950,"Apr-Jun","FE","Gargett",11.22,1950,"Apr-Jun","FE","Mirani",13.15,1950,"Apr-Jun","FE","Sarichs",13.05,1950,"Apr-Jun","FE","Whitefd",10.22
"713",1951,"Apr-Jun","FE","Gargett",9.84,1951,"Apr-Jun","FE","Mirani",6.71,1951,"Apr-Jun","FE","Sarichs",2.25,1951,"Apr-Jun","FE","Whitefd",2.76
"714",1952,"Apr-Jun","FE","Gargett",13.84,1952,"Apr-Jun","FE","Mirani",10.25,1952,"Apr-Jun","FE","Sarichs",5.69,1952,"Apr-Jun","FE","Whitefd",4.93
"715",1953,"Apr-Jun","FE","Gargett",23.37,1953,"Apr-Jun","FE","Mirani",12.9,1953,"Apr-Jun","FE","Sarichs",23.9,1953,"Apr-Jun","FE","Whitefd",13.07
"716",1954,"Apr-Jun","FE","Gargett",25.52,1954,"Apr-Jun","FE","Mirani",18.32,1954,"Apr-Jun","FE","Sarichs",30.72,1954,"Apr-Jun","FE","Whitefd",10.27
"717",1955,"Apr-Jun","FE","Gargett",25.08,1955,"Apr-Jun","FE","Mirani",10.53,1955,"Apr-Jun","FE","Sarichs",6.55,1955,"Apr-Jun","FE","Whitefd",2.22
"718",1956,"Apr-Jun","FE","Gargett",10.13,1956,"Apr-Jun","FE","Mirani",8.53,1956,"Apr-Jun","FE","Sarichs",1.21,1956,"Apr-Jun","FE","Whitefd",2.28
"719",1957,"Apr-Jun","FE","Gargett",19.78,1957,"Apr-Jun","FE","Mirani",13.89,1957,"Apr-Jun","FE","Sarichs",22.23,1957,"Apr-Jun","FE","Whitefd",9.23
"720",1958,"Apr-Jun","FE","Gargett",15.38,1958,"Apr-Jun","FE","Mirani",6.96,1958,"Apr-Jun","FE","Sarichs",5.33,1958,"Apr-Jun","FE","Whitefd",4.11
"721",1959,"Apr-Jun","FE","Gargett",12.99,1959,"Apr-Jun","FE","Mirani",12.17,1959,"Apr-Jun","FE","Sarichs",16.21,1959,"Apr-Jun","FE","Whitefd",10.36
"722",1960,"Apr-Jun","FE","Gargett",11.16,1960,"Apr-Jun","FE","Mirani",4.84,1960,"Apr-Jun","FE","Sarichs",3.81,1960,"Apr-Jun","FE","Whitefd",3.67
"723",1961,"Apr-Jun","FE","Gargett",14.48,1961,"Apr-Jun","FE","Mirani",10.08,1961,"Apr-Jun","FE","Sarichs",4.59,1961,"Apr-Jun","FE","Whitefd",3.53
"724",1962,"Apr-Jun","FE","Gargett",20.8,1962,"Apr-Jun","FE","Mirani",13.4,1962,"Apr-Jun","FE","Sarichs",27.68,1962,"Apr-Jun","FE","Whitefd",14.26
"725",1963,"Apr-Jun","FE","Gargett",11.82,1963,"Apr-Jun","FE","Mirani",6.26,1963,"Apr-Jun","FE","Sarichs",1.28,1963,"Apr-Jun","FE","Whitefd",2.06
"726",1964,"Apr-Jun","FE","Gargett",9.83,1964,"Apr-Jun","FE","Mirani",6.45,1964,"Apr-Jun","FE","Sarichs",0,1964,"Apr-Jun","FE","Whitefd",0
"727",1965,"Apr-Jun","FE","Gargett",8.79,1965,"Apr-Jun","FE","Mirani",4.93,1965,"Apr-Jun","FE","Sarichs",0.84,1965,"Apr-Jun","FE","Whitefd",1.92
"728",1966,"Apr-Jun","FE","Gargett",12.02,1966,"Apr-Jun","FE","Mirani",7.6,1966,"Apr-Jun","FE","Sarichs",0,1966,"Apr-Jun","FE","Whitefd",0.05
"729",1967,"Apr-Jun","FE","Gargett",14.25,1967,"Apr-Jun","FE","Mirani",11.8,1967,"Apr-Jun","FE","Sarichs",5.84,1967,"Apr-Jun","FE","Whitefd",3.9
"730",1968,"Apr-Jun","FE","Gargett",10.66,1968,"Apr-Jun","FE","Mirani",7.59,1968,"Apr-Jun","FE","Sarichs",0.28,1968,"Apr-Jun","FE","Whitefd",0.17
"731",1969,"Apr-Jun","FE","Gargett",13.53,1969,"Apr-Jun","FE","Mirani",9.61,1969,"Apr-Jun","FE","Sarichs",2.42,1969,"Apr-Jun","FE","Whitefd",2.6
"732",1970,"Apr-Jun","FE","Gargett",13.98,1970,"Apr-Jun","FE","Mirani",9.69,1970,"Apr-Jun","FE","Sarichs",5.98,1970,"Apr-Jun","FE","Whitefd",4.44
"733",1971,"Apr-Jun","FE","Gargett",11.59,1971,"Apr-Jun","FE","Mirani",8.66,1971,"Apr-Jun","FE","Sarichs",11.22,1971,"Apr-Jun","FE","Whitefd",8.29
"734",1972,"Apr-Jun","FE","Gargett",11.01,1972,"Apr-Jun","FE","Mirani",6.22,1972,"Apr-Jun","FE","Sarichs",1.7,1972,"Apr-Jun","FE","Whitefd",1.35
"735",1973,"Apr-Jun","FE","Gargett",23.31,1973,"Apr-Jun","FE","Mirani",19.52,1973,"Apr-Jun","FE","Sarichs",26.73,1973,"Apr-Jun","FE","Whitefd",13.98
"736",1974,"Apr-Jun","FE","Gargett",15.24,1974,"Apr-Jun","FE","Mirani",9.53,1974,"Apr-Jun","FE","Sarichs",5.68,1974,"Apr-Jun","FE","Whitefd",3.71
"737",1975,"Apr-Jun","FE","Gargett",19.29,1975,"Apr-Jun","FE","Mirani",24.59,1975,"Apr-Jun","FE","Sarichs",24.92,1975,"Apr-Jun","FE","Whitefd",9.11
"738",1976,"Apr-Jun","FE","Gargett",25.63,1976,"Apr-Jun","FE","Mirani",14.62,1976,"Apr-Jun","FE","Sarichs",27.99,1976,"Apr-Jun","FE","Whitefd",6.77
"739",1977,"Apr-Jun","FE","Gargett",10.17,1977,"Apr-Jun","FE","Mirani",8.95,1977,"Apr-Jun","FE","Sarichs",4.17,1977,"Apr-Jun","FE","Whitefd",1.69
"740",1978,"Apr-Jun","FE","Gargett",21.76,1978,"Apr-Jun","FE","Mirani",17.48,1978,"Apr-Jun","FE","Sarichs",27.98,1978,"Apr-Jun","FE","Whitefd",12.57
"741",1979,"Apr-Jun","FE","Gargett",15.39,1979,"Apr-Jun","FE","Mirani",6.53,1979,"Apr-Jun","FE","Sarichs",5.31,1979,"Apr-Jun","FE","Whitefd",1.83
"742",1980,"Apr-Jun","FE","Gargett",18.05,1980,"Apr-Jun","FE","Mirani",9.33,1980,"Apr-Jun","FE","Sarichs",7.04,1980,"Apr-Jun","FE","Whitefd",2.25
"743",1981,"Apr-Jun","FE","Gargett",9.99,1981,"Apr-Jun","FE","Mirani",7.37,1981,"Apr-Jun","FE","Sarichs",0.3,1981,"Apr-Jun","FE","Whitefd",1.42
"744",1982,"Apr-Jun","FE","Gargett",8.6,1982,"Apr-Jun","FE","Mirani",1.24,1982,"Apr-Jun","FE","Sarichs",1.69,1982,"Apr-Jun","FE","Whitefd",0.51
"745",1983,"Apr-Jun","FE","Gargett",8.95,1983,"Apr-Jun","FE","Mirani",2.83,1983,"Apr-Jun","FE","Sarichs",0,1983,"Apr-Jun","FE","Whitefd",0.22
"746",1984,"Apr-Jun","FE","Gargett",18.72,1984,"Apr-Jun","FE","Mirani",9.12,1984,"Apr-Jun","FE","Sarichs",6.54,1984,"Apr-Jun","FE","Whitefd",2.37
"747",1985,"Apr-Jun","FE","Gargett",11.41,1985,"Apr-Jun","FE","Mirani",5.32,1985,"Apr-Jun","FE","Sarichs",0.65,1985,"Apr-Jun","FE","Whitefd",1.13
"748",1986,"Apr-Jun","FE","Gargett",8.33,1986,"Apr-Jun","FE","Mirani",5.91,1986,"Apr-Jun","FE","Sarichs",0,1986,"Apr-Jun","FE","Whitefd",0
"749",1987,"Apr-Jun","FE","Gargett",12.65,1987,"Apr-Jun","FE","Mirani",9.53,1987,"Apr-Jun","FE","Sarichs",2.13,1987,"Apr-Jun","FE","Whitefd",1.77
"750",1988,"Apr-Jun","FE","Gargett",29.38,1988,"Apr-Jun","FE","Mirani",20.17,1988,"Apr-Jun","FE","Sarichs",7.19,1988,"Apr-Jun","FE","Whitefd",2.3
"751",1989,"Apr-Jun","FE","Gargett",20.72,1989,"Apr-Jun","FE","Mirani",3.1,1989,"Apr-Jun","FE","Sarichs",10.72,1989,"Apr-Jun","FE","Whitefd",2.86
"752",1990,"Apr-Jun","FE","Gargett",11.77,1990,"Apr-Jun","FE","Mirani",11.37,1990,"Apr-Jun","FE","Sarichs",21.58,1990,"Apr-Jun","FE","Whitefd",9.22
"753",1991,"Apr-Jun","FE","Gargett",9.13,1991,"Apr-Jun","FE","Mirani",5.03,1991,"Apr-Jun","FE","Sarichs",0.13,1991,"Apr-Jun","FE","Whitefd",0.07
"754",1992,"Apr-Jun","FE","Gargett",8.3,1992,"Apr-Jun","FE","Mirani",5.23,1992,"Apr-Jun","FE","Sarichs",0,1992,"Apr-Jun","FE","Whitefd",0.02
"755",1993,"Apr-Jun","FE","Gargett",11.55,1993,"Apr-Jun","FE","Mirani",8.45,1993,"Apr-Jun","FE","Sarichs",0.74,1993,"Apr-Jun","FE","Whitefd",1.75
"756",1994,"Apr-Jun","FE","Gargett",9.14,1994,"Apr-Jun","FE","Mirani",7.5,1994,"Apr-Jun","FE","Sarichs",0,1994,"Apr-Jun","FE","Whitefd",0.09
"757",1995,"Apr-Jun","FE","Gargett",8.48,1995,"Apr-Jun","FE","Mirani",3.94,1995,"Apr-Jun","FE","Sarichs",0.38,1995,"Apr-Jun","FE","Whitefd",0.85
"758",1996,"Apr-Jun","FE","Gargett",13.51,1996,"Apr-Jun","FE","Mirani",8.8,1996,"Apr-Jun","FE","Sarichs",5.6,1996,"Apr-Jun","FE","Whitefd",4.7
"759",1997,"Apr-Jun","FE","Gargett",10.78,1997,"Apr-Jun","FE","Mirani",6.72,1997,"Apr-Jun","FE","Sarichs",0.07,1997,"Apr-Jun","FE","Whitefd",0.92
"760",1998,"Apr-Jun","FE","Gargett",23.16,1998,"Apr-Jun","FE","Mirani",11.77,1998,"Apr-Jun","FE","Sarichs",11.58,1998,"Apr-Jun","FE","Whitefd",6.62
"761",1999,"Apr-Jun","FE","Gargett",27.87,1999,"Apr-Jun","FE","Mirani",14.31,1999,"Apr-Jun","FE","Sarichs",10.67,1999,"Apr-Jun","FE","Whitefd",3.96
"762",2000,"Apr-Jun","FE","Gargett",14.69,2000,"Apr-Jun","FE","Mirani",12.13,2000,"Apr-Jun","FE","Sarichs",9.86,2000,"Apr-Jun","FE","Whitefd",8.89
"763",2001,"Apr-Jun","FE","Gargett",8.12,2001,"Apr-Jun","FE","Mirani",3.41,2001,"Apr-Jun","FE","Sarichs",0.87,2001,"Apr-Jun","FE","Whitefd",0.44
"764",2002,"Apr-Jun","FE","Gargett",8.06,2002,"Apr-Jun","FE","Mirani",3.75,2002,"Apr-Jun","FE","Sarichs",1,2002,"Apr-Jun","FE","Whitefd",0.59
"765",2003,"Apr-Jun","FE","Gargett",8.7,2003,"Apr-Jun","FE","Mirani",2.76,2003,"Apr-Jun","FE","Sarichs",0.15,2003,"Apr-Jun","FE","Whitefd",0
"766",2004,"Apr-Jun","FE","Gargett",9.27,2004,"Apr-Jun","FE","Mirani",7.05,2004,"Apr-Jun","FE","Sarichs",0,2004,"Apr-Jun","FE","Whitefd",0
"767",2005,"Apr-Jun","FE","Gargett",12.17,2005,"Apr-Jun","FE","Mirani",4.1,2005,"Apr-Jun","FE","Sarichs",0.55,2005,"Apr-Jun","FE","Whitefd",0.09
"768",2006,"Apr-Jun","FE","Gargett",17.65,2006,"Apr-Jun","FE","Mirani",9.54,2006,"Apr-Jun","FE","Sarichs",4.04,2006,"Apr-Jun","FE","Whitefd",1.81
"769",2007,"Apr-Jun","FE","Gargett",12.57,2007,"Apr-Jun","FE","Mirani",12.83,2007,"Apr-Jun","FE","Sarichs",6.93,2007,"Apr-Jun","FE","Whitefd",6.17
"770",2008,"Apr-Jun","FE","Gargett",14.88,2008,"Apr-Jun","FE","Mirani",10.12,2008,"Apr-Jun","FE","Sarichs",11.11,2008,"Apr-Jun","FE","Whitefd",5.45
"771",2009,"Apr-Jun","FE","Gargett",21.22,2009,"Apr-Jun","FE","Mirani",17.19,2009,"Apr-Jun","FE","Sarichs",18.97,2009,"Apr-Jun","FE","Whitefd",8.72
"772",2010,"Apr-Jun","FE","Gargett",20.49,2010,"Apr-Jun","FE","Mirani",21,2010,"Apr-Jun","FE","Sarichs",20.53,2010,"Apr-Jun","FE","Whitefd",10.58
"773",2011,"Apr-Jun","FE","Gargett",16.81,2011,"Apr-Jun","FE","Mirani",16.7,2011,"Apr-Jun","FE","Sarichs",17.81,2011,"Apr-Jun","FE","Whitefd",7.49
"774",2012,"Apr-Jun","FE","Gargett",24.24,2012,"Apr-Jun","FE","Mirani",20.36,2012,"Apr-Jun","FE","Sarichs",22.32,2012,"Apr-Jun","FE","Whitefd",9.94
"775",2013,"Apr-Jun","FE","Gargett",17.22,2013,"Apr-Jun","FE","Mirani",6.67,2013,"Apr-Jun","FE","Sarichs",9.15,2013,"Apr-Jun","FE","Whitefd",5.76
"776",2014,"Apr-Jun","FE","Gargett",8.43,2014,"Apr-Jun","FE","Mirani",6.04,2014,"Apr-Jun","FE","Sarichs",0.88,2014,"Apr-Jun","FE","Whitefd",0.24
"777",2015,"Apr-Jun","FE","Gargett",9.86,2015,"Apr-Jun","FE","Mirani",4.03,2015,"Apr-Jun","FE","Sarichs",1.55,2015,"Apr-Jun","FE","Whitefd",0.56
"778",2016,"Apr-Jun","FE","Gargett",16.22,2016,"Apr-Jun","FE","Mirani",7.07,2016,"Apr-Jun","FE","Sarichs",8.92,2016,"Apr-Jun","FE","Whitefd",6.69
"779",2017,"Apr-Jun","FE","Gargett",14.51,2017,"Apr-Jun","FE","Mirani",9.74,2017,"Apr-Jun","FE","Sarichs",2.35,2017,"Apr-Jun","FE","Whitefd",1.68
"780",2018,"Apr-Jun","FE","Gargett",17.17,2018,"Apr-Jun","FE","Mirani",13.7,2018,"Apr-Jun","FE","Sarichs",9.34,2018,"Apr-Jun","FE","Whitefd",7.35
"781",1889,"Jul-Sep","FE","Gargett",7.98,1889,"Jul-Sep","FE","Mirani",4.65,1889,"Jul-Sep","FE","Sarichs",1.24,1889,"Jul-Sep","FE","Whitefd",1.89
"782",1890,"Jul-Sep","FE","Gargett",8.26,1890,"Jul-Sep","FE","Mirani",8.18,1890,"Jul-Sep","FE","Sarichs",6.53,1890,"Jul-Sep","FE","Whitefd",5.42
"783",1891,"Jul-Sep","FE","Gargett",10.66,1891,"Jul-Sep","FE","Mirani",13.31,1891,"Jul-Sep","FE","Sarichs",13.33,1891,"Jul-Sep","FE","Whitefd",9.83
"784",1892,"Jul-Sep","FE","Gargett",6.56,1892,"Jul-Sep","FE","Mirani",4.56,1892,"Jul-Sep","FE","Sarichs",0,1892,"Jul-Sep","FE","Whitefd",0
"785",1893,"Jul-Sep","FE","Gargett",6.31,1893,"Jul-Sep","FE","Mirani",4.22,1893,"Jul-Sep","FE","Sarichs",2.35,1893,"Jul-Sep","FE","Whitefd",2.59
"786",1894,"Jul-Sep","FE","Gargett",13.11,1894,"Jul-Sep","FE","Mirani",11.25,1894,"Jul-Sep","FE","Sarichs",18.72,1894,"Jul-Sep","FE","Whitefd",11.31
"787",1895,"Jul-Sep","FE","Gargett",5.74,1895,"Jul-Sep","FE","Mirani",4.07,1895,"Jul-Sep","FE","Sarichs",0.49,1895,"Jul-Sep","FE","Whitefd",2.07
"788",1896,"Jul-Sep","FE","Gargett",6.55,1896,"Jul-Sep","FE","Mirani",5.92,1896,"Jul-Sep","FE","Sarichs",3.74,1896,"Jul-Sep","FE","Whitefd",4.25
"789",1897,"Jul-Sep","FE","Gargett",7.78,1897,"Jul-Sep","FE","Mirani",6.5,1897,"Jul-Sep","FE","Sarichs",0,1897,"Jul-Sep","FE","Whitefd",0
"790",1898,"Jul-Sep","FE","Gargett",6.54,1898,"Jul-Sep","FE","Mirani",4.97,1898,"Jul-Sep","FE","Sarichs",4.92,1898,"Jul-Sep","FE","Whitefd",4.68
"791",1899,"Jul-Sep","FE","Gargett",5.84,1899,"Jul-Sep","FE","Mirani",3.76,1899,"Jul-Sep","FE","Sarichs",0.49,1899,"Jul-Sep","FE","Whitefd",1.38
"792",1900,"Jul-Sep","FE","Gargett",6.91,1900,"Jul-Sep","FE","Mirani",6.22,1900,"Jul-Sep","FE","Sarichs",0,1900,"Jul-Sep","FE","Whitefd",0
"793",1901,"Jul-Sep","FE","Gargett",4.24,1901,"Jul-Sep","FE","Mirani",2.43,1901,"Jul-Sep","FE","Sarichs",0,1901,"Jul-Sep","FE","Whitefd",0.37
"794",1902,"Jul-Sep","FE","Gargett",0,1902,"Jul-Sep","FE","Mirani",2.02,1902,"Jul-Sep","FE","Sarichs",0.57,1902,"Jul-Sep","FE","Whitefd",0.59
"795",1903,"Jul-Sep","FE","Gargett",5.87,1903,"Jul-Sep","FE","Mirani",3.47,1903,"Jul-Sep","FE","Sarichs",0.94,1903,"Jul-Sep","FE","Whitefd",2.66
"796",1904,"Jul-Sep","FE","Gargett",6.66,1904,"Jul-Sep","FE","Mirani",5.74,1904,"Jul-Sep","FE","Sarichs",0,1904,"Jul-Sep","FE","Whitefd",0.73
"797",1905,"Jul-Sep","FE","Gargett",5.91,1905,"Jul-Sep","FE","Mirani",3.67,1905,"Jul-Sep","FE","Sarichs",0,1905,"Jul-Sep","FE","Whitefd",0.94
"798",1906,"Jul-Sep","FE","Gargett",7.48,1906,"Jul-Sep","FE","Mirani",8.05,1906,"Jul-Sep","FE","Sarichs",5.66,1906,"Jul-Sep","FE","Whitefd",4.79
"799",1907,"Jul-Sep","FE","Gargett",7.63,1907,"Jul-Sep","FE","Mirani",5.52,1907,"Jul-Sep","FE","Sarichs",0.57,1907,"Jul-Sep","FE","Whitefd",2.3
"800",1908,"Jul-Sep","FE","Gargett",5.63,1908,"Jul-Sep","FE","Mirani",3.31,1908,"Jul-Sep","FE","Sarichs",3.47,1908,"Jul-Sep","FE","Whitefd",3.24
"801",1909,"Jul-Sep","FE","Gargett",5.92,1909,"Jul-Sep","FE","Mirani",4.07,1909,"Jul-Sep","FE","Sarichs",0,1909,"Jul-Sep","FE","Whitefd",0.5
"802",1910,"Jul-Sep","FE","Gargett",7.22,1910,"Jul-Sep","FE","Mirani",5.14,1910,"Jul-Sep","FE","Sarichs",5.41,1910,"Jul-Sep","FE","Whitefd",4.93
"803",1911,"Jul-Sep","FE","Gargett",5.95,1911,"Jul-Sep","FE","Mirani",4.06,1911,"Jul-Sep","FE","Sarichs",2.15,1911,"Jul-Sep","FE","Whitefd",3.44
"804",1912,"Jul-Sep","FE","Gargett",12.39,1912,"Jul-Sep","FE","Mirani",9.21,1912,"Jul-Sep","FE","Sarichs",2.95,1912,"Jul-Sep","FE","Whitefd",3.32
"805",1913,"Jul-Sep","FE","Gargett",10.16,1913,"Jul-Sep","FE","Mirani",10.3,1913,"Jul-Sep","FE","Sarichs",5.43,1913,"Jul-Sep","FE","Whitefd",4.64
"806",1914,"Jul-Sep","FE","Gargett",10.19,1914,"Jul-Sep","FE","Mirani",10.62,1914,"Jul-Sep","FE","Sarichs",3.27,1914,"Jul-Sep","FE","Whitefd",3.56
"807",1915,"Jul-Sep","FE","Gargett",11.14,1915,"Jul-Sep","FE","Mirani",9.44,1915,"Jul-Sep","FE","Sarichs",0,1915,"Jul-Sep","FE","Whitefd",0
"808",1916,"Jul-Sep","FE","Gargett",5.47,1916,"Jul-Sep","FE","Mirani",4.95,1916,"Jul-Sep","FE","Sarichs",0.52,1916,"Jul-Sep","FE","Whitefd",1.25
"809",1917,"Jul-Sep","FE","Gargett",7.36,1917,"Jul-Sep","FE","Mirani",5.58,1917,"Jul-Sep","FE","Sarichs",4.44,1917,"Jul-Sep","FE","Whitefd",3.82
"810",1918,"Jul-Sep","FE","Gargett",5.97,1918,"Jul-Sep","FE","Mirani",6.11,1918,"Jul-Sep","FE","Sarichs",2.75,1918,"Jul-Sep","FE","Whitefd",3.31
"811",1919,"Jul-Sep","FE","Gargett",9.38,1919,"Jul-Sep","FE","Mirani",6.86,1919,"Jul-Sep","FE","Sarichs",1.68,1919,"Jul-Sep","FE","Whitefd",2.62
"812",1920,"Jul-Sep","FE","Gargett",9.81,1920,"Jul-Sep","FE","Mirani",8.2,1920,"Jul-Sep","FE","Sarichs",1.53,1920,"Jul-Sep","FE","Whitefd",2.14
"813",1921,"Jul-Sep","FE","Gargett",11.55,1921,"Jul-Sep","FE","Mirani",5.01,1921,"Jul-Sep","FE","Sarichs",4.42,1921,"Jul-Sep","FE","Whitefd",3.89
"814",1922,"Jul-Sep","FE","Gargett",8.39,1922,"Jul-Sep","FE","Mirani",2.91,1922,"Jul-Sep","FE","Sarichs",1.27,1922,"Jul-Sep","FE","Whitefd",1.63
"815",1923,"Jul-Sep","FE","Gargett",7.03,1923,"Jul-Sep","FE","Mirani",6.05,1923,"Jul-Sep","FE","Sarichs",0,1923,"Jul-Sep","FE","Whitefd",1.36
"816",1924,"Jul-Sep","FE","Gargett",9.72,1924,"Jul-Sep","FE","Mirani",8.83,1924,"Jul-Sep","FE","Sarichs",1.5,1924,"Jul-Sep","FE","Whitefd",2.3
"817",1925,"Jul-Sep","FE","Gargett",7.2,1925,"Jul-Sep","FE","Mirani",5.26,1925,"Jul-Sep","FE","Sarichs",0.65,1925,"Jul-Sep","FE","Whitefd",1.54
