"","ï..Year","Season","Scenario","Site","Habitat"
"2519",1937,"Oct-Dec","PD","Sarichs",0
"2520",1938,"Oct-Dec","PD","Sarichs",0
"2521",1939,"Oct-Dec","PD","Sarichs",0
"2522",1940,"Oct-Dec","PD","Sarichs",2.34
"2523",1941,"Oct-Dec","PD","Sarichs",0.63
"2524",1942,"Oct-Dec","PD","Sarichs",1.25
"2525",1943,"Oct-Dec","PD","Sarichs",0
"2526",1944,"Oct-Dec","PD","Sarichs",0
"2527",1945,"Oct-Dec","PD","Sarichs",0.35
"2528",1946,"Oct-Dec","PD","Sarichs",0
"2529",1947,"Oct-Dec","PD","Sarichs",0.01
"2530",1948,"Oct-Dec","PD","Sarichs",0
"2531",1949,"Oct-Dec","PD","Sarichs",0
"2532",1950,"Oct-Dec","PD","Sarichs",15.06
"2533",1951,"Oct-Dec","PD","Sarichs",0
"2534",1952,"Oct-Dec","PD","Sarichs",0
"2535",1953,"Oct-Dec","PD","Sarichs",0
"2536",1954,"Oct-Dec","PD","Sarichs",1.22
"2537",1955,"Oct-Dec","PD","Sarichs",0.71
"2538",1956,"Oct-Dec","PD","Sarichs",4.19
"2539",1957,"Oct-Dec","PD","Sarichs",0.08
"2540",1958,"Oct-Dec","PD","Sarichs",0.21
"2541",1959,"Oct-Dec","PD","Sarichs",0
"2542",1960,"Oct-Dec","PD","Sarichs",0
"2543",1961,"Oct-Dec","PD","Sarichs",0.47
"2544",1962,"Oct-Dec","PD","Sarichs",0
"2545",1963,"Oct-Dec","PD","Sarichs",0.92
"2546",1964,"Oct-Dec","PD","Sarichs",0
"2547",1965,"Oct-Dec","PD","Sarichs",0.18
"2548",1966,"Oct-Dec","PD","Sarichs",0
"2549",1967,"Oct-Dec","PD","Sarichs",0.04
"2550",1968,"Oct-Dec","PD","Sarichs",0
"2551",1969,"Oct-Dec","PD","Sarichs",0
"2552",1970,"Oct-Dec","PD","Sarichs",0.14
"2553",1971,"Oct-Dec","PD","Sarichs",0
"2554",1972,"Oct-Dec","PD","Sarichs",0
"2555",1973,"Oct-Dec","PD","Sarichs",0.73
"2556",1974,"Oct-Dec","PD","Sarichs",3.25
"2557",1975,"Oct-Dec","PD","Sarichs",0.93
"2558",1976,"Oct-Dec","PD","Sarichs",2.58
"2559",1977,"Oct-Dec","PD","Sarichs",1.34
"2560",1978,"Oct-Dec","PD","Sarichs",0.33
"2561",1979,"Oct-Dec","PD","Sarichs",1.53
"2562",1980,"Oct-Dec","PD","Sarichs",0.2
"2563",1981,"Oct-Dec","PD","Sarichs",1.08
"2564",1982,"Oct-Dec","PD","Sarichs",0
"2565",1983,"Oct-Dec","PD","Sarichs",0.62
"2566",1984,"Oct-Dec","PD","Sarichs",0.07
"2567",1985,"Oct-Dec","PD","Sarichs",2.66
"2568",1986,"Oct-Dec","PD","Sarichs",0
"2569",1987,"Oct-Dec","PD","Sarichs",0
"2570",1988,"Oct-Dec","PD","Sarichs",3.01
"2571",1989,"Oct-Dec","PD","Sarichs",3.54
"2572",1990,"Oct-Dec","PD","Sarichs",0.76
"2573",1991,"Oct-Dec","PD","Sarichs",0.17
"2574",1992,"Oct-Dec","PD","Sarichs",0
"2575",1993,"Oct-Dec","PD","Sarichs",0.27
"2576",1994,"Oct-Dec","PD","Sarichs",0
"2577",1995,"Oct-Dec","PD","Sarichs",0
"2578",1996,"Oct-Dec","PD","Sarichs",0
"2579",1997,"Oct-Dec","PD","Sarichs",0.07
"2580",1998,"Oct-Dec","PD","Sarichs",5.83
"2581",1999,"Oct-Dec","PD","Sarichs",1.17
"2582",2000,"Oct-Dec","PD","Sarichs",3.63
"2583",2001,"Oct-Dec","PD","Sarichs",1.23
"2584",2002,"Oct-Dec","PD","Sarichs",0.34
"2585",2003,"Oct-Dec","PD","Sarichs",0.61
"2586",2004,"Oct-Dec","PD","Sarichs",0.36
"2587",2005,"Oct-Dec","PD","Sarichs",0
"2588",2006,"Oct-Dec","PD","Sarichs",0
"2589",2007,"Oct-Dec","PD","Sarichs",0.66
"2590",2008,"Oct-Dec","PD","Sarichs",0.53
"2591",2009,"Oct-Dec","PD","Sarichs",0.14
"2592",2010,"Oct-Dec","PD","Sarichs",5.16
"2593",2011,"Oct-Dec","PD","Sarichs",2.74
"2594",2012,"Oct-Dec","PD","Sarichs",3.35
"2595",2013,"Oct-Dec","PD","Sarichs",0
"2596",2014,"Oct-Dec","PD","Sarichs",0.61
"2597",2015,"Oct-Dec","PD","Sarichs",1.35
"2598",2016,"Oct-Dec","PD","Sarichs",0.71
"2599",2017,"Oct-Dec","PD","Sarichs",3.44
"2600",2018,"Oct-Dec","PD","Sarichs",1.68
"2601",1889,"Jan-Mar","FE","Sarichs",2.4
"2602",1890,"Jan-Mar","FE","Sarichs",6.83
"2603",1891,"Jan-Mar","FE","Sarichs",3.23
"2604",1892,"Jan-Mar","FE","Sarichs",3.08
"2605",1893,"Jan-Mar","FE","Sarichs",3.89
"2606",1894,"Jan-Mar","FE","Sarichs",12.95
"2607",1895,"Jan-Mar","FE","Sarichs",5.21
"2608",1896,"Jan-Mar","FE","Sarichs",2.74
"2609",1897,"Jan-Mar","FE","Sarichs",3.79
"2610",1898,"Jan-Mar","FE","Sarichs",2.54
"2611",1899,"Jan-Mar","FE","Sarichs",3.73
"2612",1900,"Jan-Mar","FE","Sarichs",5.21
"2613",1901,"Jan-Mar","FE","Sarichs",0.7
"2614",1902,"Jan-Mar","FE","Sarichs",0.76
"2615",1903,"Jan-Mar","FE","Sarichs",6.05
"2616",1904,"Jan-Mar","FE","Sarichs",8.25
"2617",1905,"Jan-Mar","FE","Sarichs",4.12
"2618",1906,"Jan-Mar","FE","Sarichs",4.28
"2619",1907,"Jan-Mar","FE","Sarichs",5.32
"2620",1908,"Jan-Mar","FE","Sarichs",4.85
"2621",1909,"Jan-Mar","FE","Sarichs",0.43
"2622",1910,"Jan-Mar","FE","Sarichs",8.83
"2623",1911,"Jan-Mar","FE","Sarichs",0.83
"2624",1912,"Jan-Mar","FE","Sarichs",3.65
"2625",1913,"Jan-Mar","FE","Sarichs",7.28
"2626",1914,"Jan-Mar","FE","Sarichs",0
"2627",1915,"Jan-Mar","FE","Sarichs",0
"2628",1916,"Jan-Mar","FE","Sarichs",2.59
"2629",1917,"Jan-Mar","FE","Sarichs",1.29
"2630",1918,"Jan-Mar","FE","Sarichs",2.52
"2631",1919,"Jan-Mar","FE","Sarichs",1.3
"2632",1920,"Jan-Mar","FE","Sarichs",2.86
"2633",1921,"Jan-Mar","FE","Sarichs",4.86
"2634",1922,"Jan-Mar","FE","Sarichs",0.71
"2635",1923,"Jan-Mar","FE","Sarichs",0.69
"2636",1924,"Jan-Mar","FE","Sarichs",2.38
"2637",1925,"Jan-Mar","FE","Sarichs",0.11
"2638",1926,"Jan-Mar","FE","Sarichs",5.2
"2639",1927,"Jan-Mar","FE","Sarichs",5.05
"2640",1928,"Jan-Mar","FE","Sarichs",4.96
"2641",1929,"Jan-Mar","FE","Sarichs",5.63
"2642",1930,"Jan-Mar","FE","Sarichs",0.08
"2643",1931,"Jan-Mar","FE","Sarichs",2.41
"2644",1932,"Jan-Mar","FE","Sarichs",2.18
"2645",1933,"Jan-Mar","FE","Sarichs",5.4
"2646",1934,"Jan-Mar","FE","Sarichs",0
"2647",1935,"Jan-Mar","FE","Sarichs",0.05
"2648",1936,"Jan-Mar","FE","Sarichs",1.95
"2649",1937,"Jan-Mar","FE","Sarichs",0.28
"2650",1938,"Jan-Mar","FE","Sarichs",2.39
"2651",1939,"Jan-Mar","FE","Sarichs",0.32
"2652",1940,"Jan-Mar","FE","Sarichs",5.06
"2653",1941,"Jan-Mar","FE","Sarichs",2.99
"2654",1942,"Jan-Mar","FE","Sarichs",8.83
"2655",1943,"Jan-Mar","FE","Sarichs",2.55
"2656",1944,"Jan-Mar","FE","Sarichs",0.62
"2657",1945,"Jan-Mar","FE","Sarichs",5.45
"2658",1946,"Jan-Mar","FE","Sarichs",2.64
"2659",1947,"Jan-Mar","FE","Sarichs",1.95
"2660",1948,"Jan-Mar","FE","Sarichs",0.87
"2661",1949,"Jan-Mar","FE","Sarichs",0.49
"2662",1950,"Jan-Mar","FE","Sarichs",14.6
"2663",1951,"Jan-Mar","FE","Sarichs",3.7
"2664",1952,"Jan-Mar","FE","Sarichs",4.08
"2665",1953,"Jan-Mar","FE","Sarichs",2.38
"2666",1954,"Jan-Mar","FE","Sarichs",0.75
"2667",1955,"Jan-Mar","FE","Sarichs",0.51
"2668",1956,"Jan-Mar","FE","Sarichs",6.09
"2669",1957,"Jan-Mar","FE","Sarichs",9.13
"2670",1958,"Jan-Mar","FE","Sarichs",4.14
"2671",1959,"Jan-Mar","FE","Sarichs",3.91
"2672",1960,"Jan-Mar","FE","Sarichs",1.74
"2673",1961,"Jan-Mar","FE","Sarichs",1.5
"2674",1962,"Jan-Mar","FE","Sarichs",7.74
"2675",1963,"Jan-Mar","FE","Sarichs",0
"2676",1964,"Jan-Mar","FE","Sarichs",0
"2677",1965,"Jan-Mar","FE","Sarichs",4.11
"2678",1966,"Jan-Mar","FE","Sarichs",0
"2679",1967,"Jan-Mar","FE","Sarichs",2.97
"2680",1968,"Jan-Mar","FE","Sarichs",0.01
"2681",1969,"Jan-Mar","FE","Sarichs",9.03
"2682",1970,"Jan-Mar","FE","Sarichs",2.19
"2683",1971,"Jan-Mar","FE","Sarichs",9.45
"2684",1972,"Jan-Mar","FE","Sarichs",0.6
"2685",1973,"Jan-Mar","FE","Sarichs",0.38
"2686",1974,"Jan-Mar","FE","Sarichs",3.64
"2687",1975,"Jan-Mar","FE","Sarichs",1.21
"2688",1976,"Jan-Mar","FE","Sarichs",2.16
"2689",1977,"Jan-Mar","FE","Sarichs",4.53
"2690",1978,"Jan-Mar","FE","Sarichs",0.19
"2691",1979,"Jan-Mar","FE","Sarichs",5.96
"2692",1980,"Jan-Mar","FE","Sarichs",2.69
"2693",1981,"Jan-Mar","FE","Sarichs",0.94
"2694",1982,"Jan-Mar","FE","Sarichs",0.14
"2695",1983,"Jan-Mar","FE","Sarichs",0.71
"2696",1984,"Jan-Mar","FE","Sarichs",0.47
"2697",1985,"Jan-Mar","FE","Sarichs",1.68
"2698",1986,"Jan-Mar","FE","Sarichs",0
"2699",1987,"Jan-Mar","FE","Sarichs",1.32
"2700",1988,"Jan-Mar","FE","Sarichs",3.65
"2701",1989,"Jan-Mar","FE","Sarichs",0
"2702",1990,"Jan-Mar","FE","Sarichs",9.47
"2703",1991,"Jan-Mar","FE","Sarichs",0.43
"2704",1992,"Jan-Mar","FE","Sarichs",1.27
"2705",1993,"Jan-Mar","FE","Sarichs",0.91
"2706",1994,"Jan-Mar","FE","Sarichs",0.33
"2707",1995,"Jan-Mar","FE","Sarichs",0.34
"2708",1996,"Jan-Mar","FE","Sarichs",0.46
"2709",1997,"Jan-Mar","FE","Sarichs",2.42
"2710",1998,"Jan-Mar","FE","Sarichs",2.93
"2711",1999,"Jan-Mar","FE","Sarichs",2.21
"2712",2000,"Jan-Mar","FE","Sarichs",8.19
"2713",2001,"Jan-Mar","FE","Sarichs",1.05
"2714",2002,"Jan-Mar","FE","Sarichs",0.3
"2715",2003,"Jan-Mar","FE","Sarichs",0.95
"2716",2004,"Jan-Mar","FE","Sarichs",0.54
"2717",2005,"Jan-Mar","FE","Sarichs",0.02
"2718",2006,"Jan-Mar","FE","Sarichs",5.24
"2719",2007,"Jan-Mar","FE","Sarichs",9.18
"2720",2008,"Jan-Mar","FE","Sarichs",5.57
"2721",2009,"Jan-Mar","FE","Sarichs",1.1
"2722",2010,"Jan-Mar","FE","Sarichs",2.25
"2723",2011,"Jan-Mar","FE","Sarichs",2.78
"2724",2012,"Jan-Mar","FE","Sarichs",8.72
"2725",2013,"Jan-Mar","FE","Sarichs",2.25
"2726",2014,"Jan-Mar","FE","Sarichs",3.73
"2727",2015,"Jan-Mar","FE","Sarichs",0.89
"2728",2016,"Jan-Mar","FE","Sarichs",3.38
"2729",2017,"Jan-Mar","FE","Sarichs",1.65
"2730",2018,"Jan-Mar","FE","Sarichs",6.25
"2731",1889,"Apr-Jun","FE","Sarichs",28.27
"2732",1890,"Apr-Jun","FE","Sarichs",23.29
"2733",1891,"Apr-Jun","FE","Sarichs",0.23
"2734",1892,"Apr-Jun","FE","Sarichs",3.69
"2735",1893,"Apr-Jun","FE","Sarichs",21.79
"2736",1894,"Apr-Jun","FE","Sarichs",12.44
"2737",1895,"Apr-Jun","FE","Sarichs",31.01
"2738",1896,"Apr-Jun","FE","Sarichs",0.27
"2739",1897,"Apr-Jun","FE","Sarichs",27.9
"2740",1898,"Apr-Jun","FE","Sarichs",7.7
"2741",1899,"Apr-Jun","FE","Sarichs",0.2
"2742",1900,"Apr-Jun","FE","Sarichs",3.26
"2743",1901,"Apr-Jun","FE","Sarichs",1.58
"2744",1902,"Apr-Jun","FE","Sarichs",7.92
"2745",1903,"Apr-Jun","FE","Sarichs",2.83
"2746",1904,"Apr-Jun","FE","Sarichs",4.73
"2747",1905,"Apr-Jun","FE","Sarichs",27.96
"2748",1906,"Apr-Jun","FE","Sarichs",1.52
"2749",1907,"Apr-Jun","FE","Sarichs",16.38
"2750",1908,"Apr-Jun","FE","Sarichs",3.8
"2751",1909,"Apr-Jun","FE","Sarichs",32.62
"2752",1910,"Apr-Jun","FE","Sarichs",14.11
"2753",1911,"Apr-Jun","FE","Sarichs",0.93
"2754",1912,"Apr-Jun","FE","Sarichs",20.64
"2755",1913,"Apr-Jun","FE","Sarichs",9.49
"2756",1914,"Apr-Jun","FE","Sarichs",0
"2757",1915,"Apr-Jun","FE","Sarichs",0
"2758",1916,"Apr-Jun","FE","Sarichs",13.74
"2759",1917,"Apr-Jun","FE","Sarichs",19.12
"2760",1918,"Apr-Jun","FE","Sarichs",5.59
"2761",1919,"Apr-Jun","FE","Sarichs",4.14
"2762",1920,"Apr-Jun","FE","Sarichs",15
"2763",1921,"Apr-Jun","FE","Sarichs",1
"2764",1922,"Apr-Jun","FE","Sarichs",0.33
"2765",1923,"Apr-Jun","FE","Sarichs",5.61
"2766",1924,"Apr-Jun","FE","Sarichs",8.33
"2767",1925,"Apr-Jun","FE","Sarichs",0
"2768",1926,"Apr-Jun","FE","Sarichs",3.71
"2769",1927,"Apr-Jun","FE","Sarichs",13.21
"2770",1928,"Apr-Jun","FE","Sarichs",13.1
"2771",1929,"Apr-Jun","FE","Sarichs",7.06
"2772",1930,"Apr-Jun","FE","Sarichs",0.44
"2773",1931,"Apr-Jun","FE","Sarichs",1.28
"2774",1932,"Apr-Jun","FE","Sarichs",0.55
"2775",1933,"Apr-Jun","FE","Sarichs",7.25
"2776",1934,"Apr-Jun","FE","Sarichs",0
"2777",1935,"Apr-Jun","FE","Sarichs",18.54
"2778",1936,"Apr-Jun","FE","Sarichs",3.61
"2779",1937,"Apr-Jun","FE","Sarichs",2.31
"2780",1938,"Apr-Jun","FE","Sarichs",5.61
"2781",1939,"Apr-Jun","FE","Sarichs",18.35
"2782",1940,"Apr-Jun","FE","Sarichs",21.37
"2783",1941,"Apr-Jun","FE","Sarichs",5.89
"2784",1942,"Apr-Jun","FE","Sarichs",16.83
"2785",1943,"Apr-Jun","FE","Sarichs",6.47
"2786",1944,"Apr-Jun","FE","Sarichs",1.35
"2787",1945,"Apr-Jun","FE","Sarichs",17.87
"2788",1946,"Apr-Jun","FE","Sarichs",7.19
"2789",1947,"Apr-Jun","FE","Sarichs",0
"2790",1948,"Apr-Jun","FE","Sarichs",6.98
"2791",1949,"Apr-Jun","FE","Sarichs",17.1
"2792",1950,"Apr-Jun","FE","Sarichs",13.05
"2793",1951,"Apr-Jun","FE","Sarichs",2.25
"2794",1952,"Apr-Jun","FE","Sarichs",5.69
"2795",1953,"Apr-Jun","FE","Sarichs",23.9
"2796",1954,"Apr-Jun","FE","Sarichs",30.72
"2797",1955,"Apr-Jun","FE","Sarichs",6.55
"2798",1956,"Apr-Jun","FE","Sarichs",1.21
"2799",1957,"Apr-Jun","FE","Sarichs",22.23
"2800",1958,"Apr-Jun","FE","Sarichs",5.33
"2801",1959,"Apr-Jun","FE","Sarichs",16.21
"2802",1960,"Apr-Jun","FE","Sarichs",3.81
"2803",1961,"Apr-Jun","FE","Sarichs",4.59
"2804",1962,"Apr-Jun","FE","Sarichs",27.68
"2805",1963,"Apr-Jun","FE","Sarichs",1.28
"2806",1964,"Apr-Jun","FE","Sarichs",0
"2807",1965,"Apr-Jun","FE","Sarichs",0.84
"2808",1966,"Apr-Jun","FE","Sarichs",0
"2809",1967,"Apr-Jun","FE","Sarichs",5.84
"2810",1968,"Apr-Jun","FE","Sarichs",0.28
"2811",1969,"Apr-Jun","FE","Sarichs",2.42
"2812",1970,"Apr-Jun","FE","Sarichs",5.98
"2813",1971,"Apr-Jun","FE","Sarichs",11.22
"2814",1972,"Apr-Jun","FE","Sarichs",1.7
"2815",1973,"Apr-Jun","FE","Sarichs",26.73
"2816",1974,"Apr-Jun","FE","Sarichs",5.68
"2817",1975,"Apr-Jun","FE","Sarichs",24.92
"2818",1976,"Apr-Jun","FE","Sarichs",27.99
"2819",1977,"Apr-Jun","FE","Sarichs",4.17
"2820",1978,"Apr-Jun","FE","Sarichs",27.98
"2821",1979,"Apr-Jun","FE","Sarichs",5.31
"2822",1980,"Apr-Jun","FE","Sarichs",7.04
"2823",1981,"Apr-Jun","FE","Sarichs",0.3
"2824",1982,"Apr-Jun","FE","Sarichs",1.69
"2825",1983,"Apr-Jun","FE","Sarichs",0
"2826",1984,"Apr-Jun","FE","Sarichs",6.54
"2827",1985,"Apr-Jun","FE","Sarichs",0.65
"2828",1986,"Apr-Jun","FE","Sarichs",0
"2829",1987,"Apr-Jun","FE","Sarichs",2.13
"2830",1988,"Apr-Jun","FE","Sarichs",7.19
"2831",1989,"Apr-Jun","FE","Sarichs",10.72
"2832",1990,"Apr-Jun","FE","Sarichs",21.58
"2833",1991,"Apr-Jun","FE","Sarichs",0.13
"2834",1992,"Apr-Jun","FE","Sarichs",0
"2835",1993,"Apr-Jun","FE","Sarichs",0.74
"2836",1994,"Apr-Jun","FE","Sarichs",0
"2837",1995,"Apr-Jun","FE","Sarichs",0.38
"2838",1996,"Apr-Jun","FE","Sarichs",5.6
"2839",1997,"Apr-Jun","FE","Sarichs",0.07
"2840",1998,"Apr-Jun","FE","Sarichs",11.58
"2841",1999,"Apr-Jun","FE","Sarichs",10.67
"2842",2000,"Apr-Jun","FE","Sarichs",9.86
"2843",2001,"Apr-Jun","FE","Sarichs",0.87
"2844",2002,"Apr-Jun","FE","Sarichs",1
"2845",2003,"Apr-Jun","FE","Sarichs",0.15
"2846",2004,"Apr-Jun","FE","Sarichs",0
"2847",2005,"Apr-Jun","FE","Sarichs",0.55
"2848",2006,"Apr-Jun","FE","Sarichs",4.04
"2849",2007,"Apr-Jun","FE","Sarichs",6.93
"2850",2008,"Apr-Jun","FE","Sarichs",11.11
"2851",2009,"Apr-Jun","FE","Sarichs",18.97
"2852",2010,"Apr-Jun","FE","Sarichs",20.53
"2853",2011,"Apr-Jun","FE","Sarichs",17.81
"2854",2012,"Apr-Jun","FE","Sarichs",22.32
"2855",2013,"Apr-Jun","FE","Sarichs",9.15
"2856",2014,"Apr-Jun","FE","Sarichs",0.88
"2857",2015,"Apr-Jun","FE","Sarichs",1.55
"2858",2016,"Apr-Jun","FE","Sarichs",8.92
"2859",2017,"Apr-Jun","FE","Sarichs",2.35
"2860",2018,"Apr-Jun","FE","Sarichs",9.34
"2861",1889,"Jul-Sep","FE","Sarichs",1.24
"2862",1890,"Jul-Sep","FE","Sarichs",6.53
"2863",1891,"Jul-Sep","FE","Sarichs",13.33
"2864",1892,"Jul-Sep","FE","Sarichs",0
"2865",1893,"Jul-Sep","FE","Sarichs",2.35
"2866",1894,"Jul-Sep","FE","Sarichs",18.72
"2867",1895,"Jul-Sep","FE","Sarichs",0.49
"2868",1896,"Jul-Sep","FE","Sarichs",3.74
"2869",1897,"Jul-Sep","FE","Sarichs",0
"2870",1898,"Jul-Sep","FE","Sarichs",4.92
"2871",1899,"Jul-Sep","FE","Sarichs",0.49
"2872",1900,"Jul-Sep","FE","Sarichs",0
"2873",1901,"Jul-Sep","FE","Sarichs",0
"2874",1902,"Jul-Sep","FE","Sarichs",0.57
"2875",1903,"Jul-Sep","FE","Sarichs",0.94
"2876",1904,"Jul-Sep","FE","Sarichs",0
"2877",1905,"Jul-Sep","FE","Sarichs",0
"2878",1906,"Jul-Sep","FE","Sarichs",5.66
"2879",1907,"Jul-Sep","FE","Sarichs",0.57
"2880",1908,"Jul-Sep","FE","Sarichs",3.47
"2881",1909,"Jul-Sep","FE","Sarichs",0
"2882",1910,"Jul-Sep","FE","Sarichs",5.41
"2883",1911,"Jul-Sep","FE","Sarichs",2.15
"2884",1912,"Jul-Sep","FE","Sarichs",2.95
"2885",1913,"Jul-Sep","FE","Sarichs",5.43
"2886",1914,"Jul-Sep","FE","Sarichs",3.27
"2887",1915,"Jul-Sep","FE","Sarichs",0
"2888",1916,"Jul-Sep","FE","Sarichs",0.52
"2889",1917,"Jul-Sep","FE","Sarichs",4.44
"2890",1918,"Jul-Sep","FE","Sarichs",2.75
"2891",1919,"Jul-Sep","FE","Sarichs",1.68
"2892",1920,"Jul-Sep","FE","Sarichs",1.53
"2893",1921,"Jul-Sep","FE","Sarichs",4.42
"2894",1922,"Jul-Sep","FE","Sarichs",1.27
"2895",1923,"Jul-Sep","FE","Sarichs",0
"2896",1924,"Jul-Sep","FE","Sarichs",1.5
"2897",1925,"Jul-Sep","FE","Sarichs",0.65
"2898",1926,"Jul-Sep","FE","Sarichs",0
"2899",1927,"Jul-Sep","FE","Sarichs",0
"2900",1928,"Jul-Sep","FE","Sarichs",2.24
"2901",1929,"Jul-Sep","FE","Sarichs",2.65
"2902",1930,"Jul-Sep","FE","Sarichs",5.39
"2903",1931,"Jul-Sep","FE","Sarichs",0
"2904",1932,"Jul-Sep","FE","Sarichs",0
"2905",1933,"Jul-Sep","FE","Sarichs",2.68
"2906",1934,"Jul-Sep","FE","Sarichs",0.08
"2907",1935,"Jul-Sep","FE","Sarichs",0
"2908",1936,"Jul-Sep","FE","Sarichs",7.33
"2909",1937,"Jul-Sep","FE","Sarichs",0
"2910",1938,"Jul-Sep","FE","Sarichs",1.02
"2911",1939,"Jul-Sep","FE","Sarichs",0.38
"2912",1940,"Jul-Sep","FE","Sarichs",7.61
"2913",1941,"Jul-Sep","FE","Sarichs",7.51
"2914",1942,"Jul-Sep","FE","Sarichs",5.44
"2915",1943,"Jul-Sep","FE","Sarichs",7.41
"2916",1944,"Jul-Sep","FE","Sarichs",0.45
"2917",1945,"Jul-Sep","FE","Sarichs",0
"2918",1946,"Jul-Sep","FE","Sarichs",0.76
"2919",1947,"Jul-Sep","FE","Sarichs",0.69
"2920",1948,"Jul-Sep","FE","Sarichs",0
"2921",1949,"Jul-Sep","FE","Sarichs",0.17
"2922",1950,"Jul-Sep","FE","Sarichs",20.32
"2923",1951,"Jul-Sep","FE","Sarichs",1.4
"2924",1952,"Jul-Sep","FE","Sarichs",0.57
"2925",1953,"Jul-Sep","FE","Sarichs",0
"2926",1954,"Jul-Sep","FE","Sarichs",5.69
"2927",1955,"Jul-Sep","FE","Sarichs",9.83
"2928",1956,"Jul-Sep","FE","Sarichs",12.77
"2929",1957,"Jul-Sep","FE","Sarichs",0.59
"2930",1958,"Jul-Sep","FE","Sarichs",6.6
"2931",1959,"Jul-Sep","FE","Sarichs",0
"2932",1960,"Jul-Sep","FE","Sarichs",0.93
"2933",1961,"Jul-Sep","FE","Sarichs",0
"2934",1962,"Jul-Sep","FE","Sarichs",0
"2935",1963,"Jul-Sep","FE","Sarichs",7.56
"2936",1964,"Jul-Sep","FE","Sarichs",0.68
"2937",1965,"Jul-Sep","FE","Sarichs",0
"2938",1966,"Jul-Sep","FE","Sarichs",0
"2939",1967,"Jul-Sep","FE","Sarichs",0.22
"2940",1968,"Jul-Sep","FE","Sarichs",0.72
"2941",1969,"Jul-Sep","FE","Sarichs",0
"2942",1970,"Jul-Sep","FE","Sarichs",0
"2943",1971,"Jul-Sep","FE","Sarichs",0.36
"2944",1972,"Jul-Sep","FE","Sarichs",0.74
"2945",1973,"Jul-Sep","FE","Sarichs",0
"2946",1974,"Jul-Sep","FE","Sarichs",8.23
"2947",1975,"Jul-Sep","FE","Sarichs",0.94
"2948",1976,"Jul-Sep","FE","Sarichs",9.05
"2949",1977,"Jul-Sep","FE","Sarichs",7.68
"2950",1978,"Jul-Sep","FE","Sarichs",1.27
"2951",1979,"Jul-Sep","FE","Sarichs",6.63
"2952",1980,"Jul-Sep","FE","Sarichs",1.32
"2953",1981,"Jul-Sep","FE","Sarichs",1.9
"2954",1982,"Jul-Sep","FE","Sarichs",0
"2955",1983,"Jul-Sep","FE","Sarichs",0.66
"2956",1984,"Jul-Sep","FE","Sarichs",0.09
"2957",1985,"Jul-Sep","FE","Sarichs",1.58
"2958",1986,"Jul-Sep","FE","Sarichs",0
"2959",1987,"Jul-Sep","FE","Sarichs",0
"2960",1988,"Jul-Sep","FE","Sarichs",3.65
"2961",1989,"Jul-Sep","FE","Sarichs",22.76
"2962",1990,"Jul-Sep","FE","Sarichs",12.62
"2963",1991,"Jul-Sep","FE","Sarichs",4.66
"2964",1992,"Jul-Sep","FE","Sarichs",0
"2965",1993,"Jul-Sep","FE","Sarichs",0.03
"2966",1994,"Jul-Sep","FE","Sarichs",0
"2967",1995,"Jul-Sep","FE","Sarichs",0.01
"2968",1996,"Jul-Sep","FE","Sarichs",0
"2969",1997,"Jul-Sep","FE","Sarichs",0.39
"2970",1998,"Jul-Sep","FE","Sarichs",1.24
"2971",1999,"Jul-Sep","FE","Sarichs",3
"2972",2000,"Jul-Sep","FE","Sarichs",9.66
"2973",2001,"Jul-Sep","FE","Sarichs",1.7
"2974",2002,"Jul-Sep","FE","Sarichs",0.27
"2975",2003,"Jul-Sep","FE","Sarichs",0.1
"2976",2004,"Jul-Sep","FE","Sarichs",0
"2977",2005,"Jul-Sep","FE","Sarichs",0
"2978",2006,"Jul-Sep","FE","Sarichs",0.16
"2979",2007,"Jul-Sep","FE","Sarichs",3.11
"2980",2008,"Jul-Sep","FE","Sarichs",1.8
"2981",2009,"Jul-Sep","FE","Sarichs",2.38
"2982",2010,"Jul-Sep","FE","Sarichs",7.2
"2983",2011,"Jul-Sep","FE","Sarichs",8.89
"2984",2012,"Jul-Sep","FE","Sarichs",11.13
"2985",2013,"Jul-Sep","FE","Sarichs",4.55
"2986",2014,"Jul-Sep","FE","Sarichs",0.58
"2987",2015,"Jul-Sep","FE","Sarichs",0.01
"2988",2016,"Jul-Sep","FE","Sarichs",1.82
"2989",2017,"Jul-Sep","FE","Sarichs",2.06
"2990",2018,"Jul-Sep","FE","Sarichs",0
"2991",1889,"Oct-Dec","FE","Sarichs",1.07
"2992",1890,"Oct-Dec","FE","Sarichs",2.68
"2993",1891,"Oct-Dec","FE","Sarichs",0.38
"2994",1892,"Oct-Dec","FE","Sarichs",0
"2995",1893,"Oct-Dec","FE","Sarichs",1.05
"2996",1894,"Oct-Dec","FE","Sarichs",2.3
"2997",1895,"Oct-Dec","FE","Sarichs",0.88
"2998",1896,"Oct-Dec","FE","Sarichs",0.48
"2999",1897,"Oct-Dec","FE","Sarichs",0.84
"3000",1898,"Oct-Dec","FE","Sarichs",0.49
"3001",1899,"Oct-Dec","FE","Sarichs",0.28
"3002",1900,"Oct-Dec","FE","Sarichs",0.83
"3003",1901,"Oct-Dec","FE","Sarichs",0
"3004",1902,"Oct-Dec","FE","Sarichs",0
"3005",1903,"Oct-Dec","FE","Sarichs",0.12
"3006",1904,"Oct-Dec","FE","Sarichs",0
