Year,Season,Scenario,Site,Habitat
1909,Oct-Dec,FE,Sarichs,0.06
1910,Oct-Dec,FE,Sarichs,0.06
1911,Oct-Dec,FE,Sarichs,0.53
1912,Oct-Dec,FE,Sarichs,0
1913,Oct-Dec,FE,Sarichs,0.07
1914,Oct-Dec,FE,Sarichs,0.01
1915,Oct-Dec,FE,Sarichs,0.45
1916,Oct-Dec,FE,Sarichs,0.79
1917,Oct-Dec,FE,Sarichs,0.63
1918,Oct-Dec,FE,Sarichs,0.12
1919,Oct-Dec,FE,Sarichs,0
1920,Oct-Dec,FE,Sarichs,0
1921,Oct-Dec,FE,Sarichs,2.67
1922,Oct-Dec,FE,Sarichs,0
1923,Oct-Dec,FE,Sarichs,0.84
1924,Oct-Dec,FE,Sarichs,0
1925,Oct-Dec,FE,Sarichs,0
1926,Oct-Dec,FE,Sarichs,0
1927,Oct-Dec,FE,Sarichs,0.08
1928,Oct-Dec,FE,Sarichs,0.16
1929,Oct-Dec,FE,Sarichs,0.24
1930,Oct-Dec,FE,Sarichs,0
1931,Oct-Dec,FE,Sarichs,0.89
1932,Oct-Dec,FE,Sarichs,0.25
1933,Oct-Dec,FE,Sarichs,2.77
1934,Oct-Dec,FE,Sarichs,0.49
1935,Oct-Dec,FE,Sarichs,0.41
1936,Oct-Dec,FE,Sarichs,0.12
1937,Oct-Dec,FE,Sarichs,0.15
1938,Oct-Dec,FE,Sarichs,0
1939,Oct-Dec,FE,Sarichs,0
1940,Oct-Dec,FE,Sarichs,0.43
1941,Oct-Dec,FE,Sarichs,0.13
1942,Oct-Dec,FE,Sarichs,0.18
1943,Oct-Dec,FE,Sarichs,0
1944,Oct-Dec,FE,Sarichs,0.1
1945,Oct-Dec,FE,Sarichs,0
1946,Oct-Dec,FE,Sarichs,0.62
1947,Oct-Dec,FE,Sarichs,0
1948,Oct-Dec,FE,Sarichs,0.36
1949,Oct-Dec,FE,Sarichs,0
1950,Oct-Dec,FE,Sarichs,11.68
1951,Oct-Dec,FE,Sarichs,0.81
1952,Oct-Dec,FE,Sarichs,0.13
1953,Oct-Dec,FE,Sarichs,0.17
1954,Oct-Dec,FE,Sarichs,0.31
1955,Oct-Dec,FE,Sarichs,0.12
1956,Oct-Dec,FE,Sarichs,2.43
1957,Oct-Dec,FE,Sarichs,0
1958,Oct-Dec,FE,Sarichs,0
1959,Oct-Dec,FE,Sarichs,0.02
1960,Oct-Dec,FE,Sarichs,0.21
1961,Oct-Dec,FE,Sarichs,0.24
1962,Oct-Dec,FE,Sarichs,0.02
1963,Oct-Dec,FE,Sarichs,0.14
1964,Oct-Dec,FE,Sarichs,0
1965,Oct-Dec,FE,Sarichs,0.21
1966,Oct-Dec,FE,Sarichs,0
1967,Oct-Dec,FE,Sarichs,0
1968,Oct-Dec,FE,Sarichs,0
1969,Oct-Dec,FE,Sarichs,0
1970,Oct-Dec,FE,Sarichs,0
1971,Oct-Dec,FE,Sarichs,0
1972,Oct-Dec,FE,Sarichs,0.58
1973,Oct-Dec,FE,Sarichs,0.36
1974,Oct-Dec,FE,Sarichs,2.52
1975,Oct-Dec,FE,Sarichs,0.72
1976,Oct-Dec,FE,Sarichs,1.06
1977,Oct-Dec,FE,Sarichs,0.69
1978,Oct-Dec,FE,Sarichs,0.12
1979,Oct-Dec,FE,Sarichs,0.85
1980,Oct-Dec,FE,Sarichs,0.2
1981,Oct-Dec,FE,Sarichs,0.88
1982,Oct-Dec,FE,Sarichs,0.78
1983,Oct-Dec,FE,Sarichs,0.22
1984,Oct-Dec,FE,Sarichs,0.01
1985,Oct-Dec,FE,Sarichs,1.59
1986,Oct-Dec,FE,Sarichs,0
1987,Oct-Dec,FE,Sarichs,0
1988,Oct-Dec,FE,Sarichs,1.21
1989,Oct-Dec,FE,Sarichs,1.55
1990,Oct-Dec,FE,Sarichs,0.41
1991,Oct-Dec,FE,Sarichs,0.57
1992,Oct-Dec,FE,Sarichs,1.11
1993,Oct-Dec,FE,Sarichs,0.02
1994,Oct-Dec,FE,Sarichs,0
1995,Oct-Dec,FE,Sarichs,0
1996,Oct-Dec,FE,Sarichs,0
1997,Oct-Dec,FE,Sarichs,0
1998,Oct-Dec,FE,Sarichs,4.72
1999,Oct-Dec,FE,Sarichs,0.4
2000,Oct-Dec,FE,Sarichs,2.11
2001,Oct-Dec,FE,Sarichs,0.58
2002,Oct-Dec,FE,Sarichs,0.1
2003,Oct-Dec,FE,Sarichs,0.1
2004,Oct-Dec,FE,Sarichs,0.36
2005,Oct-Dec,FE,Sarichs,0
2006,Oct-Dec,FE,Sarichs,0
2007,Oct-Dec,FE,Sarichs,0.18
2008,Oct-Dec,FE,Sarichs,0.2
2009,Oct-Dec,FE,Sarichs,0.14
2010,Oct-Dec,FE,Sarichs,4.08
2011,Oct-Dec,FE,Sarichs,1.08
2012,Oct-Dec,FE,Sarichs,1.57
2013,Oct-Dec,FE,Sarichs,0
2014,Oct-Dec,FE,Sarichs,0.21
2015,Oct-Dec,FE,Sarichs,0.43
2016,Oct-Dec,FE,Sarichs,0
2017,Oct-Dec,FE,Sarichs,0.51
2018,Oct-Dec,FE,Sarichs,0.69
1889,Jan-Mar,PD,Whiteford,0.86
1890,Jan-Mar,PD,Whiteford,2.3
1891,Jan-Mar,PD,Whiteford,2.86
1892,Jan-Mar,PD,Whiteford,3.06
1893,Jan-Mar,PD,Whiteford,2.15
1894,Jan-Mar,PD,Whiteford,6.14
1895,Jan-Mar,PD,Whiteford,1.79
1896,Jan-Mar,PD,Whiteford,3.42
1897,Jan-Mar,PD,Whiteford,1.46
1898,Jan-Mar,PD,Whiteford,1.81
1899,Jan-Mar,PD,Whiteford,3.32
1900,Jan-Mar,PD,Whiteford,3.86
1901,Jan-Mar,PD,Whiteford,1.51
1902,Jan-Mar,PD,Whiteford,0.75
1903,Jan-Mar,PD,Whiteford,5.55
1904,Jan-Mar,PD,Whiteford,7.44
1905,Jan-Mar,PD,Whiteford,0.7
1906,Jan-Mar,PD,Whiteford,3.68
1907,Jan-Mar,PD,Whiteford,4.6
1908,Jan-Mar,PD,Whiteford,3.17
1909,Jan-Mar,PD,Whiteford,0.47
1910,Jan-Mar,PD,Whiteford,3.44
1911,Jan-Mar,PD,Whiteford,0.56
1912,Jan-Mar,PD,Whiteford,2.43
1913,Jan-Mar,PD,Whiteford,4.7
1914,Jan-Mar,PD,Whiteford,0
1915,Jan-Mar,PD,Whiteford,0
1916,Jan-Mar,PD,Whiteford,0.99
1917,Jan-Mar,PD,Whiteford,0.47
1918,Jan-Mar,PD,Whiteford,2.42
1919,Jan-Mar,PD,Whiteford,1.56
1920,Jan-Mar,PD,Whiteford,1.4
1921,Jan-Mar,PD,Whiteford,4.44
1922,Jan-Mar,PD,Whiteford,2.61
1923,Jan-Mar,PD,Whiteford,0.6
1924,Jan-Mar,PD,Whiteford,1.21
1925,Jan-Mar,PD,Whiteford,1.24
1926,Jan-Mar,PD,Whiteford,1.01
1927,Jan-Mar,PD,Whiteford,1.62
1928,Jan-Mar,PD,Whiteford,3.76
1929,Jan-Mar,PD,Whiteford,6.14
1930,Jan-Mar,PD,Whiteford,1.07
1931,Jan-Mar,PD,Whiteford,3.5
1932,Jan-Mar,PD,Whiteford,1.95
1933,Jan-Mar,PD,Whiteford,3.07
1934,Jan-Mar,PD,Whiteford,0.06
1935,Jan-Mar,PD,Whiteford,0.13
1936,Jan-Mar,PD,Whiteford,2.05
1937,Jan-Mar,PD,Whiteford,0.88
1938,Jan-Mar,PD,Whiteford,1.08
1939,Jan-Mar,PD,Whiteford,0.58
1940,Jan-Mar,PD,Whiteford,4.14
1941,Jan-Mar,PD,Whiteford,3.02
1942,Jan-Mar,PD,Whiteford,2.35
1943,Jan-Mar,PD,Whiteford,1.73
1944,Jan-Mar,PD,Whiteford,0.38
1945,Jan-Mar,PD,Whiteford,0.96
1946,Jan-Mar,PD,Whiteford,1.4
1947,Jan-Mar,PD,Whiteford,1.25
1948,Jan-Mar,PD,Whiteford,0.4
1949,Jan-Mar,PD,Whiteford,0.42
1950,Jan-Mar,PD,Whiteford,5.75
1951,Jan-Mar,PD,Whiteford,2.92
1952,Jan-Mar,PD,Whiteford,5.09
1953,Jan-Mar,PD,Whiteford,0.72
1954,Jan-Mar,PD,Whiteford,0.17
1955,Jan-Mar,PD,Whiteford,0.75
1956,Jan-Mar,PD,Whiteford,4.58
1957,Jan-Mar,PD,Whiteford,2.56
1958,Jan-Mar,PD,Whiteford,3.04
1959,Jan-Mar,PD,Whiteford,2.74
1960,Jan-Mar,PD,Whiteford,2.5
1961,Jan-Mar,PD,Whiteford,0.88
1962,Jan-Mar,PD,Whiteford,3.87
1963,Jan-Mar,PD,Whiteford,0.16
1964,Jan-Mar,PD,Whiteford,0.08
1965,Jan-Mar,PD,Whiteford,3.06
1966,Jan-Mar,PD,Whiteford,0.28
1967,Jan-Mar,PD,Whiteford,1.91
1968,Jan-Mar,PD,Whiteford,0.76
1969,Jan-Mar,PD,Whiteford,1.59
1970,Jan-Mar,PD,Whiteford,1.4
1971,Jan-Mar,PD,Whiteford,3.27
1972,Jan-Mar,PD,Whiteford,0.96
1973,Jan-Mar,PD,Whiteford,0.35
1974,Jan-Mar,PD,Whiteford,3.97
1975,Jan-Mar,PD,Whiteford,0.65
1976,Jan-Mar,PD,Whiteford,2.27
1977,Jan-Mar,PD,Whiteford,3.94
1978,Jan-Mar,PD,Whiteford,0.26
1979,Jan-Mar,PD,Whiteford,4.7
1980,Jan-Mar,PD,Whiteford,1.93
1981,Jan-Mar,PD,Whiteford,0.61
1982,Jan-Mar,PD,Whiteford,0.04
1983,Jan-Mar,PD,Whiteford,0.55
1984,Jan-Mar,PD,Whiteford,0.64
1985,Jan-Mar,PD,Whiteford,2.12
1986,Jan-Mar,PD,Whiteford,0.14
1987,Jan-Mar,PD,Whiteford,0.87
1988,Jan-Mar,PD,Whiteford,1.22
1989,Jan-Mar,PD,Whiteford,0.68
1990,Jan-Mar,PD,Whiteford,3.04
1991,Jan-Mar,PD,Whiteford,0.37
1992,Jan-Mar,PD,Whiteford,0.62
1993,Jan-Mar,PD,Whiteford,0.81
1994,Jan-Mar,PD,Whiteford,1.09
1995,Jan-Mar,PD,Whiteford,0.94
1996,Jan-Mar,PD,Whiteford,0.42
1997,Jan-Mar,PD,Whiteford,3.06
1998,Jan-Mar,PD,Whiteford,2.54
1999,Jan-Mar,PD,Whiteford,0.99
2000,Jan-Mar,PD,Whiteford,1.49
2001,Jan-Mar,PD,Whiteford,0.52
2002,Jan-Mar,PD,Whiteford,0.67
2003,Jan-Mar,PD,Whiteford,0.73
2004,Jan-Mar,PD,Whiteford,1.7
2005,Jan-Mar,PD,Whiteford,0.02
2006,Jan-Mar,PD,Whiteford,1.4
2007,Jan-Mar,PD,Whiteford,2.82
2008,Jan-Mar,PD,Whiteford,2.25
2009,Jan-Mar,PD,Whiteford,0.39
2010,Jan-Mar,PD,Whiteford,0.86
2011,Jan-Mar,PD,Whiteford,1.17
2012,Jan-Mar,PD,Whiteford,1.6
2013,Jan-Mar,PD,Whiteford,1.59
2014,Jan-Mar,PD,Whiteford,1.98
2015,Jan-Mar,PD,Whiteford,0.86
2016,Jan-Mar,PD,Whiteford,2.08
2017,Jan-Mar,PD,Whiteford,0.33
2018,Jan-Mar,PD,Whiteford,6.66
1889,Apr-Jun,PD,Whiteford,13.29
1890,Apr-Jun,PD,Whiteford,10.59
1891,Apr-Jun,PD,Whiteford,1.2
1892,Apr-Jun,PD,Whiteford,4.16
1893,Apr-Jun,PD,Whiteford,8.62
1894,Apr-Jun,PD,Whiteford,10.86
1895,Apr-Jun,PD,Whiteford,18.4
1896,Apr-Jun,PD,Whiteford,2.77
1897,Apr-Jun,PD,Whiteford,16.29
1898,Apr-Jun,PD,Whiteford,5.86
1899,Apr-Jun,PD,Whiteford,2
1900,Apr-Jun,PD,Whiteford,4.44
1901,Apr-Jun,PD,Whiteford,0.69
1902,Apr-Jun,PD,Whiteford,7.5
1903,Apr-Jun,PD,Whiteford,3.48
1904,Apr-Jun,PD,Whiteford,5
1905,Apr-Jun,PD,Whiteford,15.71
1906,Apr-Jun,PD,Whiteford,2.58
1907,Apr-Jun,PD,Whiteford,10.8
1908,Apr-Jun,PD,Whiteford,4.89
1909,Apr-Jun,PD,Whiteford,17.03
1910,Apr-Jun,PD,Whiteford,9.51
1911,Apr-Jun,PD,Whiteford,1.74
1912,Apr-Jun,PD,Whiteford,12.65
1913,Apr-Jun,PD,Whiteford,7.15
1914,Apr-Jun,PD,Whiteford,0
1915,Apr-Jun,PD,Whiteford,0.15
1916,Apr-Jun,PD,Whiteford,10.68
1917,Apr-Jun,PD,Whiteford,12.41
1918,Apr-Jun,PD,Whiteford,3.79
1919,Apr-Jun,PD,Whiteford,2.6
1920,Apr-Jun,PD,Whiteford,8.43
1921,Apr-Jun,PD,Whiteford,3.11
1922,Apr-Jun,PD,Whiteford,2.36
1923,Apr-Jun,PD,Whiteford,5.34
1924,Apr-Jun,PD,Whiteford,8.85
1925,Apr-Jun,PD,Whiteford,2.83
1926,Apr-Jun,PD,Whiteford,4.14
1927,Apr-Jun,PD,Whiteford,6.16
1928,Apr-Jun,PD,Whiteford,6.95
1929,Apr-Jun,PD,Whiteford,6.98
1930,Apr-Jun,PD,Whiteford,3.95
1931,Apr-Jun,PD,Whiteford,3.47
1932,Apr-Jun,PD,Whiteford,2.85
1933,Apr-Jun,PD,Whiteford,6.01
1934,Apr-Jun,PD,Whiteford,0
1935,Apr-Jun,PD,Whiteford,11.4
1936,Apr-Jun,PD,Whiteford,5.18
1937,Apr-Jun,PD,Whiteford,4.1
1938,Apr-Jun,PD,Whiteford,4.37
1939,Apr-Jun,PD,Whiteford,11.9
1940,Apr-Jun,PD,Whiteford,6.79
1941,Apr-Jun,PD,Whiteford,5.88
1942,Apr-Jun,PD,Whiteford,14.19
1943,Apr-Jun,PD,Whiteford,6.23
1944,Apr-Jun,PD,Whiteford,3.45
1945,Apr-Jun,PD,Whiteford,9.77
1946,Apr-Jun,PD,Whiteford,5.74
1947,Apr-Jun,PD,Whiteford,1.98
1948,Apr-Jun,PD,Whiteford,7.06
1949,Apr-Jun,PD,Whiteford,8.16
1950,Apr-Jun,PD,Whiteford,11.74
1951,Apr-Jun,PD,Whiteford,3.71
1952,Apr-Jun,PD,Whiteford,6.65
1953,Apr-Jun,PD,Whiteford,13.6
1954,Apr-Jun,PD,Whiteford,10.7
1955,Apr-Jun,PD,Whiteford,2.33
1956,Apr-Jun,PD,Whiteford,3.02
1957,Apr-Jun,PD,Whiteford,9.95
1958,Apr-Jun,PD,Whiteford,5.8
1959,Apr-Jun,PD,Whiteford,12.27
1960,Apr-Jun,PD,Whiteford,4.96
1961,Apr-Jun,PD,Whiteford,4.63
1962,Apr-Jun,PD,Whiteford,14.4
1963,Apr-Jun,PD,Whiteford,3.1
1964,Apr-Jun,PD,Whiteford,0.52
1965,Apr-Jun,PD,Whiteford,2.22
1966,Apr-Jun,PD,Whiteford,1.81
1967,Apr-Jun,PD,Whiteford,5.18
1968,Apr-Jun,PD,Whiteford,2.31
1969,Apr-Jun,PD,Whiteford,4.4
1970,Apr-Jun,PD,Whiteford,8.57
1971,Apr-Jun,PD,Whiteford,9.95
1972,Apr-Jun,PD,Whiteford,2.94
1973,Apr-Jun,PD,Whiteford,15.02
1974,Apr-Jun,PD,Whiteford,4.63
1975,Apr-Jun,PD,Whiteford,10.41
1976,Apr-Jun,PD,Whiteford,8.81
1977,Apr-Jun,PD,Whiteford,2.78
1978,Apr-Jun,PD,Whiteford,14.39
1979,Apr-Jun,PD,Whiteford,3.08
1980,Apr-Jun,PD,Whiteford,3.33
1981,Apr-Jun,PD,Whiteford,2.08
1982,Apr-Jun,PD,Whiteford,0.94
1983,Apr-Jun,PD,Whiteford,0.72
1984,Apr-Jun,PD,Whiteford,3.71
1985,Apr-Jun,PD,Whiteford,1.75
1986,Apr-Jun,PD,Whiteford,0.35
1987,Apr-Jun,PD,Whiteford,2.89
1988,Apr-Jun,PD,Whiteford,2.52
1989,Apr-Jun,PD,Whiteford,3.37
1990,Apr-Jun,PD,Whiteford,11.28
1991,Apr-Jun,PD,Whiteford,0.07
1992,Apr-Jun,PD,Whiteford,0.02
1993,Apr-Jun,PD,Whiteford,2.26
1994,Apr-Jun,PD,Whiteford,2.77
1995,Apr-Jun,PD,Whiteford,1.89
1996,Apr-Jun,PD,Whiteford,4.77
1997,Apr-Jun,PD,Whiteford,1.26
1998,Apr-Jun,PD,Whiteford,7.12
1999,Apr-Jun,PD,Whiteford,4.58
2000,Apr-Jun,PD,Whiteford,9.95
2001,Apr-Jun,PD,Whiteford,1.74
2002,Apr-Jun,PD,Whiteford,1.46
2003,Apr-Jun,PD,Whiteford,0.96
2004,Apr-Jun,PD,Whiteford,0.2
2005,Apr-Jun,PD,Whiteford,0.29
2006,Apr-Jun,PD,Whiteford,2.36
2007,Apr-Jun,PD,Whiteford,7.97
2008,Apr-Jun,PD,Whiteford,6.88
2009,Apr-Jun,PD,Whiteford,10.84
2010,Apr-Jun,PD,Whiteford,10.88
2011,Apr-Jun,PD,Whiteford,7.96
2012,Apr-Jun,PD,Whiteford,11.66
2013,Apr-Jun,PD,Whiteford,6.44
2014,Apr-Jun,PD,Whiteford,0.91
2015,Apr-Jun,PD,Whiteford,0.95
2016,Apr-Jun,PD,Whiteford,9.35
2017,Apr-Jun,PD,Whiteford,2.26
2018,Apr-Jun,PD,Whiteford,9.7
1889,Jul-Sep,PD,Whiteford,2.78
1890,Jul-Sep,PD,Whiteford,6.89
1891,Jul-Sep,PD,Whiteford,11.42
1892,Jul-Sep,PD,Whiteford,0
1893,Jul-Sep,PD,Whiteford,3.19
1894,Jul-Sep,PD,Whiteford,12.44
1895,Jul-Sep,PD,Whiteford,2.31
1896,Jul-Sep,PD,Whiteford,4.82
1897,Jul-Sep,PD,Whiteford,0.08
1898,Jul-Sep,PD,Whiteford,5.17
1899,Jul-Sep,PD,Whiteford,2.02
1900,Jul-Sep,PD,Whiteford,0
1901,Jul-Sep,PD,Whiteford,0.88
1902,Jul-Sep,PD,Whiteford,0
1903,Jul-Sep,PD,Whiteford,2.69
1904,Jul-Sep,PD,Whiteford,1.09
1905,Jul-Sep,PD,Whiteford,1.08
1906,Jul-Sep,PD,Whiteford,6.06
1907,Jul-Sep,PD,Whiteford,2.73
1908,Jul-Sep,PD,Whiteford,3.85
1909,Jul-Sep,PD,Whiteford,0.76
1910,Jul-Sep,PD,Whiteford,5.82
1911,Jul-Sep,PD,Whiteford,3.75
1912,Jul-Sep,PD,Whiteford,4.42
1913,Jul-Sep,PD,Whiteford,5.57
1914,Jul-Sep,PD,Whiteford,4.55
1915,Jul-Sep,PD,Whiteford,0
1916,Jul-Sep,PD,Whiteford,1.54
1917,Jul-Sep,PD,Whiteford,4.86
1918,Jul-Sep,PD,Whiteford,3.88
1919,Jul-Sep,PD,Whiteford,4.31
1920,Jul-Sep,PD,Whiteford,3.39
1921,Jul-Sep,PD,Whiteford,5.23
1922,Jul-Sep,PD,Whiteford,1.79
1923,Jul-Sep,PD,Whiteford,2.02
1924,Jul-Sep,PD,Whiteford,3.12
1925,Jul-Sep,PD,Whiteford,2.22
1926,Jul-Sep,PD,Whiteford,0.64
1927,Jul-Sep,PD,Whiteford,1.36
1928,Jul-Sep,PD,Whiteford,4.01
1929,Jul-Sep,PD,Whiteford,3.96
1930,Jul-Sep,PD,Whiteford,6.94
1931,Jul-Sep,PD,Whiteford,1.09
1932,Jul-Sep,PD,Whiteford,1.06
1933,Jul-Sep,PD,Whiteford,3.89
1934,Jul-Sep,PD,Whiteford,0.7
1935,Jul-Sep,PD,Whiteford,0
1936,Jul-Sep,PD,Whiteford,7.94
1937,Jul-Sep,PD,Whiteford,2.09
1938,Jul-Sep,PD,Whiteford,3.1
1939,Jul-Sep,PD,Whiteford,2.86
1940,Jul-Sep,PD,Whiteford,7.11
1941,Jul-Sep,PD,Whiteford,6.81
1942,Jul-Sep,PD,Whiteford,5.37
1943,Jul-Sep,PD,Whiteford,8.18
1944,Jul-Sep,PD,Whiteford,2.33
1945,Jul-Sep,PD,Whiteford,1.76
1946,Jul-Sep,PD,Whiteford,3.1
1947,Jul-Sep,PD,Whiteford,2.79
1948,Jul-Sep,PD,Whiteford,0.54
1949,Jul-Sep,PD,Whiteford,2.53
1950,Jul-Sep,PD,Whiteford,11.05
1951,Jul-Sep,PD,Whiteford,2.34
1952,Jul-Sep,PD,Whiteford,2.64
1953,Jul-Sep,PD,Whiteford,1.61
1954,Jul-Sep,PD,Whiteford,5.73
1955,Jul-Sep,PD,Whiteford,9.89
1956,Jul-Sep,PD,Whiteford,9.38
1957,Jul-Sep,PD,Whiteford,1.58
1958,Jul-Sep,PD,Whiteford,7.58
1959,Jul-Sep,PD,Whiteford,2.09
1960,Jul-Sep,PD,Whiteford,2.78
1961,Jul-Sep,PD,Whiteford,1.72
1962,Jul-Sep,PD,Whiteford,1.72
1963,Jul-Sep,PD,Whiteford,7.41
1964,Jul-Sep,PD,Whiteford,2.61
1965,Jul-Sep,PD,Whiteford,0.02
1966,Jul-Sep,PD,Whiteford,0.07
1967,Jul-Sep,PD,Whiteford,2.86
1968,Jul-Sep,PD,Whiteford,3.08
1969,Jul-Sep,PD,Whiteford,1.9
1970,Jul-Sep,PD,Whiteford,2.22
1971,Jul-Sep,PD,Whiteford,2.76
1972,Jul-Sep,PD,Whiteford,3.39
1973,Jul-Sep,PD,Whiteford,2.52
1974,Jul-Sep,PD,Whiteford,4.82
1975,Jul-Sep,PD,Whiteford,1.71
1976,Jul-Sep,PD,Whiteford,4.92
1977,Jul-Sep,PD,Whiteford,6.1
1978,Jul-Sep,PD,Whiteford,0.11
1979,Jul-Sep,PD,Whiteford,4.01
1980,Jul-Sep,PD,Whiteford,1.21
1981,Jul-Sep,PD,Whiteford,2.68
1982,Jul-Sep,PD,Whiteford,0
1983,Jul-Sep,PD,Whiteford,0.11
1984,Jul-Sep,PD,Whiteford,0.02
1985,Jul-Sep,PD,Whiteford,2.72
1986,Jul-Sep,PD,Whiteford,1.16
1987,Jul-Sep,PD,Whiteford,0.79
1988,Jul-Sep,PD,Whiteford,4.02
1989,Jul-Sep,PD,Whiteford,9.41
1990,Jul-Sep,PD,Whiteford,10.48
1991,Jul-Sep,PD,Whiteford,3.75
1992,Jul-Sep,PD,Whiteford,0
1993,Jul-Sep,PD,Whiteford,0.23
1994,Jul-Sep,PD,Whiteford,0.85
1995,Jul-Sep,PD,Whiteford,0.61
1996,Jul-Sep,PD,Whiteford,1.47
1997,Jul-Sep,PD,Whiteford,1.96
1998,Jul-Sep,PD,Whiteford,2.51
1999,Jul-Sep,PD,Whiteford,2.76
2000,Jul-Sep,PD,Whiteford,9.42
2001,Jul-Sep,PD,Whiteford,3.15
2002,Jul-Sep,PD,Whiteford,1.08
2003,Jul-Sep,PD,Whiteford,0
2004,Jul-Sep,PD,Whiteford,0.05
2005,Jul-Sep,PD,Whiteford,0
2006,Jul-Sep,PD,Whiteford,0.63
2007,Jul-Sep,PD,Whiteford,2.62
2008,Jul-Sep,PD,Whiteford,2.77
2009,Jul-Sep,PD,Whiteford,2.27
2010,Jul-Sep,PD,Whiteford,5.49
2011,Jul-Sep,PD,Whiteford,7.77
2012,Jul-Sep,PD,Whiteford,9.42
2013,Jul-Sep,PD,Whiteford,4.86
2014,Jul-Sep,PD,Whiteford,2.51
2015,Jul-Sep,PD,Whiteford,1.09
2016,Jul-Sep,PD,Whiteford,2.26
2017,Jul-Sep,PD,Whiteford,4.09
2018,Jul-Sep,PD,Whiteford,2.06
1889,Oct-Dec,PD,Whiteford,1.38
1890,Oct-Dec,PD,Whiteford,4.35
1891,Oct-Dec,PD,Whiteford,1.84
1892,Oct-Dec,PD,Whiteford,0
1893,Oct-Dec,PD,Whiteford,3.25
1894,Oct-Dec,PD,Whiteford,3.09
1895,Oct-Dec,PD,Whiteford,0
1896,Oct-Dec,PD,Whiteford,1.05
1897,Oct-Dec,PD,Whiteford,0
1898,Oct-Dec,PD,Whiteford,0.98
1899,Oct-Dec,PD,Whiteford,0
1900,Oct-Dec,PD,Whiteford,0
1901,Oct-Dec,PD,Whiteford,0
1902,Oct-Dec,PD,Whiteford,0
1903,Oct-Dec,PD,Whiteford,0.74
1904,Oct-Dec,PD,Whiteford,0
1905,Oct-Dec,PD,Whiteford,0.42
1906,Oct-Dec,PD,Whiteford,1.2
1907,Oct-Dec,PD,Whiteford,0.03
1908,Oct-Dec,PD,Whiteford,0.27
1909,Oct-Dec,PD,Whiteford,0.07
1910,Oct-Dec,PD,Whiteford,1.17
1911,Oct-Dec,PD,Whiteford,0.53
1912,Oct-Dec,PD,Whiteford,0.95
1913,Oct-Dec,PD,Whiteford,1.42
1914,Oct-Dec,PD,Whiteford,0.88
1915,Oct-Dec,PD,Whiteford,0
1916,Oct-Dec,PD,Whiteford,0.72
1917,Oct-Dec,PD,Whiteford,1.65
1918,Oct-Dec,PD,Whiteford,0.98
1919,Oct-Dec,PD,Whiteford,1.25
1920,Oct-Dec,PD,Whiteford,0.29
1921,Oct-Dec,PD,Whiteford,4.74
1922,Oct-Dec,PD,Whiteford,0.11
1923,Oct-Dec,PD,Whiteford,0.04
1924,Oct-Dec,PD,Whiteford,0.76
1925,Oct-Dec,PD,Whiteford,0.21
1926,Oct-Dec,PD,Whiteford,0.5
1927,Oct-Dec,PD,Whiteford,0.14
1928,Oct-Dec,PD,Whiteford,0.53
1929,Oct-Dec,PD,Whiteford,1.06
1930,Oct-Dec,PD,Whiteford,0.88
1931,Oct-Dec,PD,Whiteford,0.23
1932,Oct-Dec,PD,Whiteford,0.04
1933,Oct-Dec,PD,Whiteford,2.07
1934,Oct-Dec,PD,Whiteford,0.69
1935,Oct-Dec,PD,Whiteford,0
1936,Oct-Dec,PD,Whiteford,1.23
1937,Oct-Dec,PD,Whiteford,0
1938,Oct-Dec,PD,Whiteford,0.29
1939,Oct-Dec,PD,Whiteford,0.07
1940,Oct-Dec,PD,Whiteford,3
1941,Oct-Dec,PD,Whiteford,1.1
1942,Oct-Dec,PD,Whiteford,1.32
1943,Oct-Dec,PD,Whiteford,0.34
1944,Oct-Dec,PD,Whiteford,0.16
1945,Oct-Dec,PD,Whiteford,0.66
1946,Oct-Dec,PD,Whiteford,0.74
1947,Oct-Dec,PD,Whiteford,0.11
1948,Oct-Dec,PD,Whiteford,0
1949,Oct-Dec,PD,Whiteford,0
1950,Oct-Dec,PD,Whiteford,10.21
1951,Oct-Dec,PD,Whiteford,0.67
1952,Oct-Dec,PD,Whiteford,0.08
1953,Oct-Dec,PD,Whiteford,0
1954,Oct-Dec,PD,Whiteford,1.46
1955,Oct-Dec,PD,Whiteford,1.57
1956,Oct-Dec,PD,Whiteford,2.65
1957,Oct-Dec,PD,Whiteford,1.01
1958,Oct-Dec,PD,Whiteford,1.36
1959,Oct-Dec,PD,Whiteford,0
1960,Oct-Dec,PD,Whiteford,0.03
1961,Oct-Dec,PD,Whiteford,0.52
1962,Oct-Dec,PD,Whiteford,0
1963,Oct-Dec,PD,Whiteford,2.07
1964,Oct-Dec,PD,Whiteford,0.42
1965,Oct-Dec,PD,Whiteford,0
1966,Oct-Dec,PD,Whiteford,0
1967,Oct-Dec,PD,Whiteford,1.43
1968,Oct-Dec,PD,Whiteford,0.45
1969,Oct-Dec,PD,Whiteford,0.85
1970,Oct-Dec,PD,Whiteford,0.75
1971,Oct-Dec,PD,Whiteford,0.73
1972,Oct-Dec,PD,Whiteford,0.77
1973,Oct-Dec,PD,Whiteford,0.23
1974,Oct-Dec,PD,Whiteford,0.81
1975,Oct-Dec,PD,Whiteford,0.98
1976,Oct-Dec,PD,Whiteford,1.79
